conversation_id,clean_text,cluster
352378,hey how to update the shipping address for an open order ?,0
352398,"due to inability of amazon to arrange this defective screw, I will have to return entire dining table.",20
352400,"I just went down an amazon prime wormhole, and where the fuck am I??",1
352402,"So disappointed . Recurring order delivered Tues, no where 2b found. Reorder w/CS 2b delivered yesterday. Now they hope by Wed!! 😡😡",24
352545,please get “The Arrow” and “The Flash”.,0
352547,Reg:__email__ last 7 digit Order no:7206731 How long will this product get me AMAZON,21
352553,"I've received a product that doesn't work, then been very disappointed by your customer service via web chat.",6
352557,pathetic service! Placing an order since 15days and it gets returned for no reason. Refund gets delayed. AMAZON SALE IS A FRAUD,0
352560,You have excellent customer service that I know but still cannot provide a replacement for a fire TV stick remote? #disappointed,6
352563,"Hi. I ordered a thing on prime for yesterday, it hasn't arrived. Who do I moan to?",0
352574,Packaged not recieved but it's still showing recieved by me :35 pm. Worst service by #Amazon #AmazonGreatIndianFestival #AmazonIndia,0
352576,"Unable to Contact , Order was not delivered yesterday , phone was switched off, please re try delivery.",24
352578,Just got my hands on 's Origin. Thanks for delivering it in under 12H. Lovin this! 😊,1
352580,"hi team, I have not received​ soft copy of the bill, for my recent order. Could u plz mail me the soft copy ?",0
352597,And don’t worry. I’ve already called customer service and they told me they can deliver tomorrow......when I’m at work. Great.,6
352599,"Guys plz be careful wn U order 4m amazon.have ordered a product &amp; received Stones in it,wn cld customrCre no response",0
352601,didn't receive the products but app shows delivered. Pls help getting my order fulfilled. Tracking id: 216236684499,21
352612,#KaroMilkeTayyari to get fantastic deals on mobiles at the #LastDayOfAmazonGreatIndianFestival . Hurry before the sale ends.,0
352617,"hello, My package was out for delivery but now it is saying it is delayed because courier was unable to arrange delivery",2
352771,Shame on #AmazonIndia fully paid order of 15 Sep 2017 still not delivered 8 Oct #frustrated #poorservice,21
352777,When does the cash back gets credited in my Pay balance??,0
352781,"poor quality book delivered . Did not expect this from amazon . Returning the book. Black marks , uneven pages , varying density",0
352789,Can you please stop with these sales?!!,0
352791,hi. my account has been hacked. How do I delete my account on amazon. I can't login.,3
352793,A customer cannot take the long route every time of contacting customer care instead of contacting courier rep. SMS the rep's no.,19
352803,"Look,dates promised in app n mail. Cheaters as they r today is 8th Oct still no resolution.No product. Pathetic #atrociousamazon",13
352812,Why don't you send us the contact no. of the courier rep along with status email and SMS when order is out for delivery?,14
352825,"It gives me this message, however when I click update nothing happens.",0
352827,i have ordered a leather jacket what comes out from the box is some kind of bag!! What's going on ?,0
352866,", one plus 3T Is out of stock on for a month now.. Any chance it will be available soon? Don't want to switch out of One plus",11
352870,Haven't recieved my order after more than a month of placing it. Contacted Seller many times but it's been of no use.Order No. 405-5971237-3125141,21
352873,#ReceivedDefectiveProduct #VerifiedByaAmazonTecnician #HandedProducttoamazoncourierboy #ProductSlipgivenbydeliveryboy #Correctproductdeliveredtowearhouse #emptyboxatfullfilmentcenter #withoutanydefault #I'm #facingissues... #IwantMyProductRefund!!,0
352878,"This seller needs a new duty. ""It is our duty to make you dissatisfied."" SAY WHAT??? #AMAZON #FAIL #AMAZONFAIL",0
352880,"Box was evidently tossed by your driver into my mother’s front yard, for the second time in 2 weeks a delivery was in the middle of the front yard 25 feet from the front door and in no way “in a secure location”. Broken in half and now I have to take time to return it.",4
352882,help resolve this issue..!!!,15
352890,"I just had the worst experience with ... 3 orders lost, I had to BEG for replacements and honoring the original price, it's been a week and I haven't seen any of them yet. Thanks Amazon Prime 😑",23
352892,"from a selling perspective, does this mean just FBA is required or FBA and additional approval?",1
352894,"Hello there. Mr. Robot 🤖, stage 3, execution date? P. S. init 1",0
352902,"I'm a Prime Business customer, and facing problem placing orders. It's really a pity that your system still doesn't support different shipping+billing address (even in the same state!). It's such a deadlock situation. :(",23
352905,"Sir, how you can send me subscription item on one time purchase rate, after numerous reminders in these 2 days your side response is pathetic. After subscribing, rarely i see the amount of subscribed product you send.",5
352921,"with all the money y'all make, you can't do a simple task...so stupid!",17
352926,. When will “The Camp of The Saints” (ISBN-13: 978-1881780076) be available for purchase on the #Kindle store? Thanks in advance!,0
352929,the service lately is really poor look at orders below. and dere are many others in my account. frustrated with the mssgs that i refused the delivery when i did not. do smthing please 408-2727486-4707508 408-4986483-4301933 408-9566145-6226719,21
352936,"I’m 50% done with Xmas shopping all by being in the comfort of my own home, in my pjs, just clicking buttons. Thank you AND it will all be delivered to my door in 2 days! Ahhh #LivingIn2017andLovingIt",1
353179,STOP advertising guaranteed 2 day delivery for Prime members- it doesn’t happen- FALSE ADVERTISING.... maybe Walmart is better?,12
353190,Want to buy a 4TB External HDD from #GreatIndianFestival sale. Any good deal? #LastDayOfGreatIndianFestival,0
353195,Really Not At All Helpful 😳,0
353198,Tried replacing OnePlus5 after 13 days of Purchase. Some technical issue in phone. Called Amazon Customer Care. (1/3),19
353208,last wk return this without my knowledge.but today delivery msg.what r u doing?,20
353211,why not exchange offer other area pincode.492001,21
353230,"Worst Amazon Services,,,They dont want to listen true.My true review they dont accept to post...cancel my review...",0
353235,shipng date SEP 21..till now not deliverd,0
353240,No delivery attmptd No calls nothing Still getting msgs as dly failed Not the first time from Gati But did not expect from amazon,4
353251,the saddest wait time ever. 1st delivered a faulty product &amp; replacement takes so long #shameamazon,4
353255,"Despite being at house the entire day, you receive an email like this.",14
353268,Fair play for delivering my package to a PUB miles away from my house with no notice or explanation. You suck,22
353271,today is gone,10
353274,I ordered something and it never arrived. Was supposed to be here Sept. 21 and now it’s Oct. 8.,0
353281,Delay in many delivery with wrong tracking statement (for Prime Customers) &amp; Fake Products received Totally Disappointed 😔😡,2
353284,have you looked into my issue,0
353292,Where can I send you an email ? I don't have an seller account so I can't use the Contact Seller Support page. Thanks!,14
353583,this really is ridiculous amount of packaging both boxes filled with brown paper and as we have no recycling this goes in waste,0
353586,need to stopped being used as a carrier. As prime we pay for two day delivery and consistently fails.,12
353590,You guys are selling Fake products online that is i fact amazon fulfilled and when I ask for a compensation for(1/3),0
