conversation_id,customer_message,brand_reply
13897,"its not issue of out of warranty, as iball has already communicated it is the issue of stolen/unauthorized products being sold by Amazon.","Apologies for the experience, Vijay. Please reply to the email sent by our team. We'll help you with alternatives. ^SV"
13897,nice game ha. first fool the customer then extend the issue until warranty expires and then you are free. cheating enterprises amazon,"Sorry for the disappointment. Kindly reply to the email you've received from our team, we'll check and get back. ^KA"
13897,i have already done it. your reps dont even check any back data they just rape the customers.,"In this case, request you to wait and you shall receive an reply from our team soon. ^SH"
13897,"same reply again and again. if the complaint is raised under warranty period and if wont solve it, how is it out of warranty?",The resolution provided over the email is the best we can offer. I'm sorry we'll not be able to provide any further 1/2 ^SH
13900,is there a way to know if the Amazon gift cards I send are being used?,You would only be able to confirm gift card balances on the account it is redeemed on. ^JP
13903,I lose faith in humanity on days like this. My friend sends me a 🎁 from after a crappy week and I come home and it’s been stolen.,I'm so sorry! We'd like to look into our available options. Please reach us here: ^AG
13911,"What is this ?? Is this the way you treat your customers?? Seriously, I want an answer from you",I'm sorry for the unpleasant experience. It's certainly not what we would like our customers to experience. 1/4 ^EM
13911,So what have you decided my dear ?? By this time you should've known the entire issue.I'm expecting a response from you,We have received your details. We are working on it and will get back to you with an update at the earliest. ^HR
13911,Update ??? What your internal investigation repors tell you ??,"Sorry for this trouble. If the details were shared, you must've received a correspondence from us. Please check and reply. ^HD"
13919,"I ordered the Oasis, my order status showed it was to be delivered today and it did not come. Very disappointed.","Oh no, Kathleen! We want to help. Is there an updated delivery date showing here: ^LA"
13919,"Worse part, customer support thought it was coming today too, which I reached out at 4:30 pm","I'm sorry for the inconvenience. When you reached out to us, what options or insight did we provide? ^GM"
13919,I talked on the phone to someone who offered 10 percent off but that isn't on the account yet. Still don't know delivery date.,Which carrier was assigned to deliver your package today? ^TN
13919,It doesn't say. It shows it hasn't shipped yet.,Did we ask you to wait a certain date before we could offer alternative options? ^EZ
13919,Nothing on my order on your web site.,"Late order usually arrive the next business day. If your order hasn't arrived by 8:00 PM tomorrow, please let us know. ^LR"
14022,supervisor Jennifer just hung up on me after refusing 2 provide protocol 4 handling the GreenInsulatedCarriers AF delivers in. downtown Condos need 2 understand how 2 work w/this new service R small front halls R not designed 4 this service. Was hoping 2 collaborate,I'm sorry for the poor experience! Can you please tell us more about the problem you're experiencing with tote pick-up? ^WT
14022,We have 2 work 2gether to accommodate UR new service. I simply need 2 know how exactly U instruct AF customers re disposition of the large green insulated carriers. Not a difficult question--need the written instrux.,I would like to have a team member look into getting the totes picked up for you! Please add your details here: so we can help out with this! Keep us updated on the status! ^FR
14022,I am a PwD who had to arrange pachages INCLUDING 3 lg. green #AmazonFresh totes to make the front hall passable. PLEASE provide me with the AF protocol for disposition of the AF totes after delivery. It's a very simple question.,Please provide your information in the link FR provided and we'll have a team member look into this personally and reach out to you. I'm sorry for any inconvenience. ^HS
14022,"Please simply answer my question. I am not an AmazonFresh customer, just a condominium unit owner inconvenienced by UR customers &amp;trying 2 figure out how we can all accommodate one another. Y R U making this so complicated? Direct message me with UR contact info.","We'll ask customers to leave their totes out for pickup. However, they shouldn't be left for 10 or more days awaiting pickup. For security, we're unable to DM personal details. Once we receive your information at the link we've referenced, we can help sort this. ^RA"
14022,"Who's security? UR asking 4 MY personal details. Surely U have company phone #s that aren't ""personal."" This is absurd. I'm TRYING 2 work w/U people. Y do U make it so hard? May I be referred to a mgr who isn't afraid 2 speak w/an intelligent, reasonable woman 2 work out sols",We cannot accommodate this request via Twitter. Please send us your details using the link provided by FR. ^GR
14281,"Placed order today, said delivery would be Wed but just received email saying it'll be Thurs now? I'm a prime customer . Unhappy!",I'm so sorry for the frustration! What was the date given in the original confirmation e-mail: ^DG
14281,Today; 1st November. Or I wouldn't have ordered. I needed them to arrive at mums today so she can bring to me urgently in hospital tonight.,I can understand your frustration. Please reach out to us here to go over available options: ^CL
14287,"If it isn't clear yet, I WANT MY MONEY BACK. I NEVER AUTHORIZED THE LAST 4 TRANSACTIONS THAT WERE MADE. WTF.",I'm sorry you were charged unexpectedly! Please reach out to Amazon Pay for available options here: ^JP
14289,u need2 srsly consider cutting ties w/ nothing but probs they deliv sum1 elses package now I'm gettin the run around 2get mine,"I so sorry for the repeated delivery problems! When you contacted UPS, what options were provided? Please keep us posted. ^CC"
